"Vertical Axis: Time [ms]","Horizontal Axis: Time Since Start of Test [s] (time values are fractions of a day)"
"0","0",""
"6.07800025027245","58.1666666666667",""
"11.3440002780408","60.2727272727273",""
"16.6249997215346","59.4375",""
"21.9370000530034","57.9545454545455",""
"27.3119998164475","60.3076923076923",""
"32.6249996898696","57.625",""
"37.9219999769703","60.0277777777778",""
"43.2660001097247","62.4285714285714",""
"48.5779998125508","62.1666666666667",""
"53.8909996859729","62.8269230769231",""
"59.219000232406","62.4736842105263",""
"64.5309999352321","60.015625",""
"69.8439998086542","60.9393939393939",""
"74.9060002388433","79.6617647058823",""
"80.2190001122653","70.8076923076923",""
"85.5309998150915","71.8024691358025",""
"90.8439996885136","81.4252873563218",""
"96.1560000199825","65.6153846153846",""
"101.483999937773","110.531914893617",""
"106.811999855563","102.64",""
"112.140999943949","120.971153846154",""
"117.453000275418","170.135922330097",""
"122.531000291929","216.83",""
"127.594000264071","218.841584158416",""
"132.672000280581","374.288659793814",""
"137.983999983408","338.136363636364",""
"143.343999702483","65.2189781021898",""
"148.672000248916","82.5602836879433",""
"153.750000265427","66",""
"158.828000281937","115.797101449275",""
"163.906000298448","116.314685314685",""
"169.234000216238","150.119205298013",""
"174.57799972035","204.013422818792",""
"179.906000266783","198.921568627451",""
"185.265999985859","265.868421052632",""
"190.593999903649","243.518987341772",""
"195.936999865808","320.901315789474",""
"201.312000257894","372.328947368421",""
"206.655999762006","366.348101265823",""
"211.983999679796","431.934210526316",""
"217.359000071883","442.03164556962",""
"222.453000303358","470.348993288591",""
"227.781000221148","550.376623376623",""
"232.859000237659","579.365517241379",""
"238.20299974177","572.691823899371",""
"243.561999918893","616.643312101911",""
"248.906000051647","723.493333333333",""
"254.000000283122","741.965986394558",""
"259.078000299633","810.937062937063",""
"264.421999803744","826.072847682119",""
"269.765999936499","868.883116883117",""
"275.093999854289","896.46357615894",""
"280.421999772079","890.470967741936",""
"285.765999904834","1036.44217687075",""
"291.108999866992","1052.35761589404",""
"296.452999999747","1068.33986928105",""
"301.547000231221","1114.34507042254",""
"306.890999735333","1107.22580645161",""
"312.219000281766","1132.52866242038",""
"317.297000298277","1229.72661870504",""
"322.609000001103","1313.72847682119",""
"327.703000232577","1224.74657534247",""
"332.781000249088","1383.04225352113",""
"337.84400022123","1384.05594405594",""
"342.922000237741","1372.72222222222",""
"348.297000001185","1498.54666666667",""
"353.391000232659","1492.35862068966",""
"358.46900024917","1556.54929577465",""
"363.780999951996","1564.93377483444",""
"369.12500008475","1626.03355704698",""
"374.469000217505","1580.82692307692",""
"379.562000278383","1664.61538461538",""
"384.890999738127","1799.03401360544",""
"390.21900028456","1775.3642384106",""
"395.297000301071","1752.875",""
"400.640999805182","1819.32894736842",""
"405.983999767341","1946.87837837838",""
"411.109000258148","1946.38888888889",""
"416.187000274658","1910.2397260274",""
"421.515999734402","1961.35099337748",""
"426.85899969656","1959.05161290323",""
"432.187000242993","2082.73825503356",""
"437.515999702737","2078.3137254902",""
"442.84400024917","2093",""
"448.20299979765","2074.92105263158",""
"453.53099971544","2289.49668874172",""
"458.859000261873","2108.20754716981",""
"464.202999765985","2277.62416107383",""
"469.546999898739","2370.03973509934",""
"474.874999816529","2265.95483870968",""
"480.20299973432","2384.05298013245",""
"485.516000236385","2341.86075949367",""
"490.594000252895","2320.86301369863",""
"495.937000215054","2445.48666666667",""
"501.296999934129","2555.80405405405",""
"506.641000066884","2435.63333333333",""
"511.968999984674","2487.72",""
"517.343999748118","2465.64705882353",""
"522.686999710277","2567.64539007092",""
"528.030999843031","2485.69078947368",""
"533.14100028947","2435.40136054422",""
"538.21900030598","2424.78472222222",""
"543.562000268139","2298.50632911392",""
"548.905999772251","2465.1095890411",""
"554.031000263058","2432.71621621622",""
"559.109000279568","2418.47222222222",""
"564.17200025171","2538.33571428571",""
"569.250000268221","2475",""
"574.328000284731","2427.17123287671",""
"579.406000301242","2430.31468531469",""
"584.734000219032","1919.91304347826",""
"590.077999723144","544.341692789969",""
"595.406000269577","684.530612244898",""
