"Vertical Axis: Request Hierarchy","Horizontal Axis: Time Since Start of Test [ms] (time values are fractions of a day)"
"200247.553809213","0","CLICK User:2 Request:151 Result=500"
"200315.973398854","0","CLICK User:3 Request:145 Result=500"
"200334.75762981","0","CLICK User:26 Request:60 Result=500"
"200384.843045694","0","CLICK User:34 Request:31 Result=500"
"200839.943903485","0","CLICK User:37 Request:21 Result=500"
"200847.954139423","0","CLICK User:39 Request:14 Result=500"
"200859.777988543","0","CLICK User:24 Request:67 Result=500"
"200959.213810694","0","CLICK User:36 Request:24 Result=500"
"201034.031978925","0","CLICK User:13 Request:109 Result=500"
"201050.438254024","0","CLICK User:19 Request:86 Result=500"
"201062.622484143","0","CLICK User:29 Request:50 Result=500"
"201594.013484954","0","CLICK User:8 Request:127 Result=500"
"201603.030832131","0","CLICK User:7 Request:131 Result=500"
"201610.01104889","0","CLICK User:30 Request:46 Result=500"
"201627.231393934","0","CLICK User:41 Request:7 Result=500"
"201686.547871308","0","CLICK User:9 Request:125 Result=500"
"202167.253100604","0","CLICK User:19 Request:87 Result=500"
"202176.80459388","0","CLICK User:29 Request:51 Result=500"
"202195.378462905","0","CLICK User:43 Request:1 Result=500"
"202224.346111028","0","CLICK User:18 Request:90 Result=500"
"202255.093873663","0","CLICK User:10 Request:121 Result=500"
"202291.603541791","0","CLICK User:15 Request:101 Result=500"
"202298.598844267","0","CLICK User:27 Request:58 Result=500"
"202405.026337146","0","CLICK User:21 Request:80 Result=500"
"202405.654629289","0","CLICK User:1 Request:155 Result=500"
"202914.306706579","0","CLICK User:33 Request:37 Result=500"
"202936.693630056","0","CLICK User:42 Request:5 Result=500"
"202997.662552084","0","CLICK User:4 Request:144 Result=500"
"203003.141740081","0","CLICK User:25 Request:66 Result=500"
"203004.867657761","0","CLICK User:16 Request:98 Result=500"
"203047.531739369","0","CLICK User:14 Request:107 Result=500"
"203103.594171885","0","CLICK User:22 Request:77 Result=500"
"203482.103731061","0","CLICK User:35 Request:30 Result=500"
"203544.952500946","0","CLICK User:1 Request:156 Result=500"
"203551.09238744","0","CLICK User:23 Request:73 Result=500"
"203559.696553612","0","CLICK User:32 Request:41 Result=500"
"203569.075957978","0","CLICK User:20 Request:85 Result=500"
"203596.93424723","0","CLICK User:5 Request:141 Result=500"
"203678.559984579","0","CLICK User:13 Request:111 Result=500"
"203734.5254774","0","CLICK User:6 Request:137 Result=500"
"203742.607230807","0","CLICK User:12 Request:114 Result=500"
"204359.616655189","0","CLICK User:41 Request:9 Result=500"
"204370.370815285","0","CLICK User:9 Request:127 Result=500"
"204373.250790254","0","CLICK User:26 Request:63 Result=500"
"204376.307323976","0","CLICK User:3 Request:148 Result=500"
"204870.739996284","0","CLICK User:18 Request:92 Result=500"
"204875.764936605","0","CLICK User:10 Request:123 Result=500"
"204877.172936784","0","CLICK User:12 Request:115 Result=500"
"204888.928062086","0","CLICK User:15 Request:103 Result=500"
"204917.329157756","0","CLICK User:37 Request:24 Result=500"
"204945.847028044","0","CLICK User:27 Request:60 Result=500"
"204958.665137608","0","CLICK User:24 Request:70 Result=500"
"204983.382245509","0","CLICK User:39 Request:17 Result=500"
"205016.550986229","0","CLICK User:21 Request:82 Result=500"
"205062.765519081","0","CLICK User:36 Request:27 Result=500"
"205706.044483307","0","CLICK User:30 Request:49 Result=500"
"205737.621122238","0","CLICK User:7 Request:134 Result=500"
"205751.806724039","0","CLICK User:2 Request:155 Result=500"
"205764.15438275","0","CLICK User:8 Request:130 Result=500"
"205768.383691223","0","CLICK User:34 Request:35 Result=500"
"206187.514893653","0","CLICK User:1 Request:158 Result=500"
"206198.195860088","0","CLICK User:19 Request:90 Result=500"
