"Vertical Axis: Time [ms]","Horizontal Axis: Time Since Start of Test [s] (time values are fractions of a day)"
"0","0",""
"5.28100007213652","6.5",""
"10.3750003036112","6.9",""
"15.4530003201216","7.84615384615385",""
"20.5780001822859","7.66666666666667",""
"25.688000000082","8.09523809523809",""
"30.8129998622462","7.37037037037037",""
"35.9380003530532","7.9",""
"41.0630002152175","8.05882352941176",""
"46.2190003367141","9.47368421052632",""
"51.374999829568","10.7826086956522",""
"56.5159999066964","9.61702127659574",""
"61.6409997688606","10.078431372549",""
"66.7969998903573","8.98214285714286",""
"71.969000226818","8.98360655737705",""
"77.1090001333505","10.7424242424242",""
"82.2339999955148","10.955223880597",""
"87.4060003319755","11.1714285714286",""
"92.6090002991259","11.620253164557",""
"97.7500003762543","14.3625",""
"102.905999869108","12.2911392405063",""
"108.141000266187","12.7666666666667",""
"113.374999864027","13.3626373626374",""
"118.562999786809","17.7789473684211",""
"123.828000272624","13.3106796116505",""
"129.031000239775","14.2745098039216",""
"134.281000052579","15.3",""
"139.484000019729","13.9519230769231",""
"144.671999942511","13.9029126213592",""
"149.999999860302","14.2105263157895",""
"155.26599988807","18.7666666666667",""
"160.546999960206","16.7459016393443",""
"165.781000186689","17.2946428571429",""
"171.030999999493","15.6631578947368",""
"176.328000286594","19.1652892561983",""
"181.609000358731","21.0338983050847",""
"186.875000386499","21.4580152671756",""
"192.172000044957","22.3083333333333",""
"197.391000227071","19.6355140186916",""
"202.687999885529","20.991452991453",""
"207.89099985268","20.0560747663551",""
"213.156000338495","21.1339285714286",""
"218.469000211917","23.1465517241379",""
"223.797000129707","22.2857142857143",""
"229.093999788165","22.4871794871795",""
"234.422000334598","24.6475409836066",""
"239.813000313006","30.0285714285714",""
"245.078000170179","20.2547169811321",""
"250.406000087969","28.0582524271845",""
"255.734000005759","36.1858407079646",""
"261.03100029286","24.9514563106796",""
"266.406000056304","26.5567010309278",""
"271.718999929726","33.195652173913",""
"276.983999786898","29.9387755102041",""
"282.359000178985","35.4466019417476",""
"287.593999947421","25.6222222222222",""
"292.953000124544","24.9462365591398",""
"298.297000257298","21.0105263157895",""
"303.563000285067","20.08",""
"308.781000296585","38.4318181818182",""
"314.077999955043","30.7701149425287",""
"319.468999933451","36.5454545454545",""
"324.813000066206","28.4320987654321",""
"330.124999769032","38.6551724137931",""
"335.453000315465","37.2289156626506",""
"340.781000233255","40.0352941176471",""
"346.094000106677","43.6282051282051",""
"351.48399991449","70.4358974358974",""
"356.766000157222","30.527027027027",""
"362.094000075012","13.038961038961",""
"367.453000252135","15.1392405063291",""
"372.859000274912","15.625",""
"378.218999993987","9.11111111111111",""
"383.500000066124","12.9230769230769",""
"388.827999983914","16.4444444444444",""
"394.250000221655","21.4225352112676",""
"399.624999985099","17.7377049180328",""
"404.891000012867","16.9846153846154",""
"410.233999975026","15.0350877192982",""
"415.656000212766","21.046875",""
"420.922000240535","17.4745762711864",""
"426.266000373289","17.2333333333333",""
"431.671999767423","20.3703703703704",""
"437.030999944545","17.2745098039216",""
"442.453000182286","21.4727272727273",""
"447.891000006348","18.3958333333333",""
"453.203000337817","21.1964285714286",""
"458.563000056893","17.8444444444444",""
"463.890999974683","15.625",""
"469.26600036677","14.063829787234",""
"474.546999810264","159.755555555556",""
"479.969000048004","16.6",""
"485.358999855816","17.1794871794872",""
"490.766000049189","17.3061224489796",""
"496.155999857001","23.4615384615385",""
"501.531000249088","17.1428571428571",""
"506.875000381842","17.6666666666667",""
"512.26600036025","12.475",""
"517.62499990873","28.0681818181818",""
"523.077999777161","24.304347826087",""
"528.391000279225","19.56",""
"533.749999827705","10.2307692307692",""
"539.125000219792","29.0952380952381",""
"544.5160001982","17.1627906976744",""
"549.890999961644","24.8409090909091",""
"555.296999984421","19.9333333333333",""
"560.624999902211","11",""
"566.063000354916","13.5909090909091",""
"571.6090003727","22.475",""
"576.906000031158","16.952380952381",""
"582.500000065193","25.6976744186047",""
"587.952999933623","24.1",""
"593.391000386328","16.7631578947368",""
"598.796999780461","23.3953488372093",""
