"Vertical Axis: Local CPU Load [%]","Horizontal Axis: Time since start of test [s] (time values are fractions of a day)"
"4.77349551409467","5.85237794983357",""
"5.82460927296626","6.43033751789092",""
"7.08435932499801","4.61641481124755",""
"8.09416420243355","4.22568494557253",""
"9.10788382322334","3.77683534055524",""
"10.1176856276426","4.67965309830629",""
"11.1626282111274","4.08872977753304",""
"12.173423437895","3.59918256679733",""
"13.1871494840825","3.78098965212303",""
"14.1969465392948","3.86536771466266",""
"15.2067399627606","3.41535548244919",""
"16.2853994013206","4.60356663635682",""
"17.2951606977982","5.79083882230306",""
"18.304367733888","6.80399086381802",""
"19.3144567256453","6.35516366626899",""
"20.3248270380733","8.22209600735234",""
"21.3946289263021","8.26322555837216",""
"22.4045516958161","7.58938371656882",""
"23.6651141416018","7.21807705570922",""
"24.6749257238001","7.62757180445377",""
"25.6876793000228","7.43607207103055",""
"26.7707270058066","6.85244705924635",""
"27.7815211151138","6.77498125023542",""
"28.7942288754576","6.99896286321026",""
"29.8040393401955","7.56911727941589",""
"30.8157939067675","7.04918020663598",""
"31.8901209511265","7.44096207078398",""
"33.1592911948306","8.64402198678796",""
"34.1710560979119","8.62235789507815",""
"35.4302454641582","10.3141833523748",""
"36.519155926242","10.2370750069269",""
"37.5299575784073","10.8025028744745",""
"38.540726265489","11.8660367426321",""
"39.5554029911623","11.755062312437",""
"40.5671852148807","11.4472026590341",""
"41.6629085540201","13.0421576901733",""
"42.6766167208402","13.2006102872631",""
"43.6884053699562","12.0105096156058",""
"44.702107949474","14.6382348321357",""
"45.7130682810245","13.9953970302629",""
"46.8301150006495","15.7171383563844",""
"47.8418701259518","15.4240920637332",""
"49.1080371946714","17.605143726326",""
"50.1205359899093","15.5901891415675",""
"51.1312001944381","16.114706253515",""
"52.2146479510664","15.8672356455121",""
"53.2278915337005","18.4698217875276",""
"54.2408378718524","18.1038504393045",""
"55.2564306357372","19.4204553163313",""
"56.2693884278588","22.2224256340577",""
"57.3501816571659","22.4258234238063",""
"58.3624868523793","20.588460693258",""
"59.3731270315082","22.0101038816754",""
"60.3860283918766","21.7326105251142",""
"61.3971887488494","18.1181831855105",""
"62.5035631623572","17.7875810057947",""
"63.5195104405728","21.8764441103205",""
"64.5312362325379","20.7048984771004",""
"65.5419898339035","22.0897823603364",""
"66.5547948133073","26.6408468724242",""
"67.6571740263078","25.7265847494571",""
"68.6767510954605","24.0138799416927",""
"69.6923759863335","26.0137657614342",""
"70.7050370927031","27.8371664346393",""
"71.7214159900211","26.6787480096024",""
"72.8023760003017","28.5968152235489",""
"73.8178528276639","28.9711408272301",""
"74.8312503404762","31.6591121103252",""
"75.8444319040548","32.0888486143893",""
"76.8582048835816","33.2514948868925",""
"77.9357949124819","33.7833231810276",""
"78.9491765014827","35.3491082498",""
"79.9623295698196","36.2709583522004",""
"80.9817398579987","32.971543039738",""
"81.9932650658114","32.7668342587298",""
"83.1010673144212","36.6302338051247",""
"84.1142740208602","37.2375383960206",""
"85.1244649808844","31.0050053978976",""
"86.144380081826","33.7258262015064",""
"87.1556527435749","36.7763522280543",""
"88.3182979959743","34.46457401779",""
"89.3292119529158","32.6751655515128",""
"90.3404306971975","38.210224548195",""
"91.3513982922411","37.3310762159973",""
"92.3639998938413","36.0112079830953",""
"93.4438667484275","35.8177531823666",""
"94.4600559568325","42.0919182815187",""
"95.4783898512241","41.7040912174932",""
"96.495766082002","41.3613638513879",""
"97.5113085601662","42.3679827577495",""
"98.5904116305285","48.2252643409605",""
"99.6026877717699","44.0709692146877",""
"100.616548471943","44.4577095989161",""
"101.642803764166","50.8193397459018",""
"102.656701340534","49.5355567080978",""
"103.821487367808","47.6523313690352",""
"104.851713835138","47.165812789944",""
"105.863158585798","47.949958367514",""
"106.874030358607","48.2741735898975",""
"107.888859338268","49.813164876919",""
"109.078484835363","50.272282416329",""
"110.103736648094","54.844149454894",""
"111.116482122728","53.147301979733",""
"112.127531292385","49.758490923815",""
"113.389462068503","52.9952797374561",""
"114.506706857995","50.9937817793518",""
"115.522328117121","48.8469554441918",""
"116.538995598603","53.0409931694799",""
"117.553663663957","55.8057772747774",""
"118.569362027855","51.189557506659",""
"119.764719817742","57.6704628876694",""
"120.792076367248","59.231295375247",""
"121.804826870454","58.6362913409196",""
"122.818542300767","59.2410216366047",""
"123.833318201056","62.9380648252809",""
"124.979765026002","55.7493596185364",""
"126.006159721417","58.2093275209573",""
"127.017912332433","56.5808551563348",""
"128.032605261283","56.0076317076864",""
"129.043405795988","55.8289881793025",""
"130.210573690232","60.8080687644368",""
"131.226111419189","59.052840506015",""
"132.251626114492","62.0284099238443",""
"133.26620422428","64.4340751212253",""
"134.287730982569","63.1645422493659",""
"135.404001625905","61.1704602006242",""
"136.416243125872","62.59093717212",""
"137.43534583306","63.2185789646707",""
"138.466619640206","60.2248790715374",""
"139.486898753892","61.3805082038572",""
"140.605393702272","67.0409764796914",""
"141.632772321622","66.0330437922754",""
"142.645510812128","65.8446682404949",""
"143.671913609132","70.6348839297661",""
"144.684671655196","71.9627947259066",""
"145.68145644209","67.8029883184917",""
"146.710073486993","67.7692774627278",""
"147.732495331111","69.5890639282616",""
"148.748804666515","65.5986503753586",""
"149.764347424044","68.8386559997202",""
"150.940616474999","71.2463829926848",""
"151.969077075438","74.2313025094832",""
"152.986017217272","74.2436192934366",""
"154.00141079383","75.3545611683573",""
"155.02251319651","74.5827083190868",""
"156.187350068235","76.2215512209325",""
"157.22400975543","76.233603544742",""
"158.260613848967","77.651046797339",""
"159.279756784731","81.2138340547989",""
"160.305024241908","82.6038702702539",""
"161.446812932929","80.7954714840131",""
"162.464496465333","83.2088274511161",""
"163.48594556012","80.3712247184244",""
"164.514181551007","77.3499210199543",""
"165.539173274816","77.1899949433841",""
"166.720292942259","74.1427038286822",""
"167.743192500723","69.7868677731626",""
"168.760653379131","71.1995713263389",""
"169.77769213685","71.5844235936675",""
"170.791207262376","67.8097089439408",""
"172.001321955723","75.060060306041",""
"173.042349795854","74.6111966728466",""
"174.055749543587","76.0370304094973",""
"175.073750714127","77.4169066413051",""
"176.090233814633","81.1796960175128",""
"177.291306576674","76.6179971764313",""
"178.320553310546","80.4008389656391",""
"179.346730659902","81.8331230110621",""
"180.359408528179","82.6137882259738",""
"181.373512555367","84.0319515919123",""
"182.572996009269","86.8070188427662",""
"183.587182169801","88.2130344689882",""
"184.607677232721","87.4140986241939",""
"185.624932498404","88.5908426432209",""
"186.639323992295","88.5988817534859",""
"187.833372956619","89.6072024414757",""
"188.845872589952","89.013818116682",""
"189.861341595091","89.199189713283",""
"190.884556277404","87.5693822013567",""
"191.924368879285","87.1785853359414",""
"193.065012732065","85.3902307613995",""
"194.082270512034","85.00550936004",""
"195.108321029628","86.2293808645135",""
"196.135088398106","85.988126045212",""
"197.151135968398","82.1591195616748",""
"198.387116239634","84.5961984191663",""
"199.399487644379","83.5981912031574",""
"200.415386871795","82.8399718741721",""
"201.437115052332","85.2392567191792",""
"202.453452882978","88.5878525991958",""
"203.593639973796","85.9986257808646",""
"204.604997562539","86.1801460552328",""
"205.619887443795","84.7802732521345",""
"206.638318557247","85.2108344652844",""
"207.653815778262","85.0128500685962",""
"208.840416309894","87.0236191571066",""
"209.854032286226","86.1950702597515",""
"210.877339438392","89.6082157029418",""
"211.90700047073","89.4182440549442",""
"212.922120828206","87.9826122285064",""
"214.146389834462","89.2202190487506",""
"215.162774598448","90.9875250089621",""
"216.181946029453","89.2094268004614",""
"217.213440814405","88.0066125633523",""
"218.230461413392","90.3801567628183",""
"219.463919297006","90.2203158030202",""
"220.484310156738","91.2194289952043",""
"221.509235112284","91.4154475168763",""
"222.525957069963","91.586415956621",""
"223.551563955754","91.1751019883781",""
"224.773909533195","90.1977606430105",""
"225.800077663502","90.2110825674376",""
"226.820355939093","90.0129197765087",""
"227.836030556956","90.3977267509258",""
"228.851698749422","92.000878197542",""
"230.069660808846","92.207447744947",""
"231.088437217579","93.2205234383892",""
"232.128090022615","94.0130793949327",""
"233.167459272058","95.1962700173334",""
"234.188791592228","93.9893150404614",""
"235.19215514821","94.1911112020054",""
"236.213691963643","92.1903980537884",""
"237.234344867853","91.1896029894877",""
"238.284079680518","89.78956020399",""
"239.319381094525","91.202689238634",""
"240.495131923191","91.219589165398",""
"241.515680344848","92.214291552618",""
"242.539145617669","91.5948459797551",""
"243.558042153402","89.9610438867125",""
"244.586104658553","85.5544733873923",""
"245.840059840008","82.7702644350732",""
"246.858811664611","81.402455658312",""
"247.873342561694","81.8258820150091",""
"248.890074017787","83.6288445133161",""
"249.903707035391","87.2213119362378",""
"251.155723702314","90.4232721703604",""
"252.173317279151","92.0183802914266",""
"253.204644165669","92.4047225838534",""
"254.220284980354","92.1844420187052",""
"255.238899357321","92.1878789722496",""
"256.455701492788","92.2079405454951",""
"257.476392390653","92.4170747073707",""
"258.495871961381","92.4070977816529",""
"259.51268136034","94.1993866924566",""
"260.532205629486","94.3960511593118",""
"261.601715301805","93.5999723328788",""
"262.613679671578","91.5896617736088",""
"263.62685704468","90.3740234928302",""
"264.641021135368","89.5897888953821",""
"265.65466169583","86.1807844070042",""
"266.80840581694","84.191447341993",""
"267.83408198528","86.6137826337885",""
"268.852951981327","88.6192463066773",""
"269.891929281515","88.2293916049858",""
"270.981001496","90.6037114212",""
"272.179224454505","92.9932934710131",""
"273.199468647552","92.8075499178136",""
"274.215550021022","93.0138100804089",""
"275.233519623304","94.4126414165113",""
"276.248566228389","94.5933294803035",""
"277.540263916224","95.4014601354835",""
"278.561748211016","94.1942222022584",""
"279.58085454995","94.1973388058459",""
"280.595404164496","93.8051285819144",""
"281.610710858503","95.8050752839711",""
"282.739920017768","95.4138902116568",""
"283.763675550943","94.7894070886929",""
"284.791727160854","95.1931426717728",""
"285.815466211488","94.1851326091988",""
"286.846194139199","92.9978541001429",""
"288.127974924187","93.0129405777105",""
"289.146583713852","94.1995853349506",""
"290.175903641385","93.2025785263354",""
"291.194068240517","94.6008116992257",""
"292.208741893174","93.7929720153054",""
"293.463416719164","92.9986087954542",""
"294.491510233843","92.9986138831824",""
"295.504395670399","92.1891726533059",""
"296.534383001191","90.5952453128947",""
"297.556517657971","91.8014011777898",""
"298.725032650798","88.5823184664704",""
"299.753261378192","85.3749452074392",""
"300.776043603307","86.5926774368407",""
"301.804826032359","84.7886420116419",""
"302.819453310407","81.0020565166751",""
"303.961804642769","84.6136787066944",""
"305.225261031779","88.0120744869355",""
"306.247739587015","87.2277452049735",""
"307.264422154212","89.8202909196096",""
"308.27907401639","93.801789252319",""
"309.515451824184","94.2089954571457",""
"310.536048576006","95.0138987295287",""
"311.549743053936","95.8021994182315",""
"312.569592504075","95.188604791661",""
"313.592772824479","94.7921644501306",""
"314.639493846285","93.7928063540501",""
"315.662614382554","93.6052480040172",""
"316.677347260616","92.6000222936705",""
"317.698981015744","94.0006411033907",""
"318.722601615568","94.4064585354888",""
"319.972001469461","95.2039840556031",""
"321.015615671824","95.2100151432399",""
"322.040123814619","97.0012930214885",""
"323.055879169001","97.4038991573576",""
"324.072105253601","97.2012897077724",""
"325.308243366126","97.3986895570799",""
"326.332938962913","97.3973815924229",""
"327.350214342884","96.594118981904",""
"328.367218179964","96.803227259493",""
"329.386818436421","97.2031090621587",""
"330.631791750069","97.4038013196148",""
"331.653296717879","96.7985356220823",""
"332.673075488644","97.9972574780215",""
"333.689172227196","97.8024299663826",""
"334.71502663048","96.7969230027343",""
"335.972406828242","95.995423590388",""
"336.988465293773","97.1968806030438",""
"338.005419683228","95.394359005495",""
"339.016386998906","94.8020621597105",""
"340.038828677947","95.3999969548268",""
"341.260029696512","95.5969270413849",""
"342.281107515061","95.6106303611274",""
"343.304824216486","96.8037799861931",""
"344.33367285507","97.404946414022",""
"345.3571724898","98.2053700906196",""
"346.659534940893","99.2019169722401",""
"347.678743806825","99.2044108512718",""
"348.693741523015","99.3987952854013",""
"349.710785868036","99.5987644602606",""
"350.732802632737","99.6000015833101",""
"351.938676284276","99.6012090986456",""
"352.960434356881","99.6024099232615",""
"353.972226079013","100",""
"354.985617166428","100",""
"356.017561449849","100",""
"357.249708831709","100",""
"358.275905177893","100",""
"359.320423405768","100",""
"360.338237681046","99.5976575834962",""
"361.354210940217","99.3977136060751",""
"362.648856768109","99.1982632940047",""
"363.663872363666","99.2006534173233",""
"364.680683718182","98.398287127596",""
"365.69387561827","98.5982609973268",""
"366.708671074117","98.8005537383071",""
"367.998888964938","99.0023674043676",""
"369.035796728355","98.4016709204262",""
"370.052993047999","98.998171214301",""
"371.092409510147","97.9924454406411",""
"372.11985713268","96.5905236845732",""
"373.400270425431","95.9967940185015",""
"374.414227227203","96.6032367842539",""
"375.431812143722","94.3975311608897",""
"376.446950939295","94.5975075101821",""
"377.47856166077","95.3973030632594",""
"378.664145024018","92.5855939339166",""
"379.687194322183","92.2040316287098",""
"380.712187442817","93.1978895081259",""
"381.738452792184","92.8007190066129",""
"382.756758191334","92.0080655557607",""
"384.017340472043","94.799195276497",""
"385.032722315266","94.8081334635468",""
"386.057700629549","95.8086648898303",""
"387.321347266203","96.8064523178886",""
"388.338966544631","96.5943153029354",""
"389.424590834869","96.9977099796805",""
"390.44831284423","97.4026998314003",""
"391.462628071445","96.8011785067339",""
"392.490273484479","95.3969756780737",""
"393.5078519756","96.9963474694801",""
"394.807111518363","95.9960750518399",""
"395.822783621941","95.4036483899772",""
"396.842064843437","96.0058134809525",""
"397.860565239437","97.1985730080823",""
"398.885839401376","96.2010199195922",""
"400.052095447885","95.994131760605",""
"401.079480492632","96.1978530927544",""
"402.1020132447","95.800486704491",""
"403.128165171831","95.8036377149567",""
"404.145426024816","96.2035686665693",""
"405.360989175999","97.2005830103336",""
"406.378430219483","97.001612464354",""
"407.438477795362","96.3957946049921",""
"408.459037950354","94.9901360176616",""
"409.479217330694","95.598426244767",""
"410.751750292286","95.604764686185",""
"411.814237004982","95.0052076432982",""
"412.837712334948","96.2062738766851",""
"413.893092278488","96.3909311007594",""
"414.913746579523","95.5964184455611",""
"416.071930929769","95.4015508656041",""
"417.089266093875","95.5990132279772",""
"418.13244560412","94.6025926566352",""
"419.159488985332","96.000497155493",""
"420.180749508667","96.6034432960817",""
"421.44033305909","96.6044589800201",""
"422.471560491627","97.0024382263222",""
"423.487358588871","98.200899814627",""
"424.503951759232","97.9994032535395",""
"425.524062974484","98.001928252699",""
"426.850172857165","97.7982996074134",""
"427.864035512893","97.9973191250745",""
"428.886314880802","96.1932729291735",""
"429.92484435871","95.1903736925721",""
"430.940397173384","95.1999957670266",""
"432.060911093449","95.4029237532267",""
"433.132388054906","95.0072837160058",""
"434.240963586154","96.6054279109698",""
"435.256510813525","98.2019589951865",""
"436.270332961312","97.8020038066723",""
"437.6352125759","97.3978105034391",""
"438.661384058588","97.9973600222768",""
"439.677241939967","97.9998517380744",""
"440.692438284754","98.0048097750896",""
"441.72344501885","98.40417824966",""
"443.005151213353","98.9989505602766",""
"444.074829342835","99.1999671801429",""
"445.114159481163","98.9984863957846",""
"446.127816524167","98.7999840539137",""
"447.156331600804","98.3986204441211",""
"448.382017826288","98.3976596784915",""
"449.415085995566","97.3966208113262",""
"450.428908702084","97.7999491755463",""
"451.449574457089","97.4009372327726",""
"452.467356046648","98.0027075088962",""
"453.69567584707","98.4046540909462",""
"454.713581754106","97.9947702683102",""
"455.726481717648","97.9994539562412",""
"456.749652819004","98.5998674975449",""
"457.822427710784","98.0004183442378",""
"459.062299817435","97.8041325803538",""
"460.080043133974","99.1995733199365",""
"461.110919125196","99.2014513919963",""
"462.126918085958","99.2033181874165",""
"463.148360196617","99.6000003279637",""
"464.446258113811","99.3976228536415",""
"465.46288452862","99.3990227185821",""
"466.492520138733","99.1994866453248",""
"467.510182439388","99.2013384990055",""
"468.529806721245","98.1964977030865",""
"469.709042909085","91.5654487571553",""
"470.727958441646","86.7625426946857",""
"471.740989986157","86.9907876532516",""
"472.76270755082","85.814548127761",""
"473.806203861105","86.4354745632016",""
"475.085139033034","93.2192398592779",""
"476.117211545043","98.0025087475391",""
"477.16875273254","98.0070738769904",""
"478.196127440778","99.2032746950375",""
"479.228876854461","99.1982668747348",""
"480.510820788676","97.7911822230914",""
"481.529363927538","97.7961702432415",""
"482.547391079034","96.9975333097892",""
"483.596500113841","97.0042685228099",""
"484.621372548746","97.2051128780262",""
"485.89902124432","98.800992504998",""
"486.914389119288","98.8036566172195",""
"487.976253406508","99.6009717011743",""
"489.006558654801","99.6018584703386",""
"490.026619025602","99.7991548358756",""
"491.346383129699","99.5986648016172",""
"492.360830775979","99.599556723883",""
"493.375861736617","98.796931356525",""
"494.39069518612","98.3978642230856",""
"495.421407469385","97.997525194295",""
"496.691681764023","98.2006001838271",""
"497.742165275196","98.0036133028129",""
"498.755650508654","98.6018762822062",""
"499.780919083291","99.0022624193883",""
"500.800387200049","98.997943606708",""
"502.052967346409","97.9956386317734",""
"503.073618015698","98.198647505581",""
"504.093623072206","97.597801875859",""
"505.112016471367","97.6028935963049",""
"506.374160682433","98.2042179307747",""
"507.430890797573","99.2017786243026",""
"508.44816757437","99.203473331024",""
"509.464992897142","99.7991726102957",""
"510.498863123665","99.197172577323",""
"511.528566619501","98.9979906079998",""
"512.794316037374","98.7992155168883",""
"513.816642338621","98.8017355015155",""
"514.838363255665","99.0029870679899",""
"515.861250801429","99.601250671136",""
"516.88056834039","99.8007940016904",""
"518.24072249406","99.7991032798191",""
"519.259425988498","99.7995262598599",""
"520.276314727151","99.7999470893432",""
"521.333351864553","99.197901197404",""
"522.35197881295","98.9987964601207",""
"523.561830623725","97.7937231196649",""
"524.580862372173","97.7982177954292",""
"525.625372219095","97.8027173825528",""
"526.888896493828","98.2027611050631",""
"527.90730302315","98.405280872489",""
"529.132941756564","98.3938488782488",""
"530.152513797145","98.3972389946874",""
"531.198757383969","97.3965658826623",""
"532.219030351623","97.1989991323894",""
"533.236710811011","97.204619619334",""
"534.289347389123","97.7988060388134",""
"535.311152115702","97.6022922061215",""
"536.344538481846","98.6011434032877",""
"537.369937519992","98.3992170313263",""
"538.382604213664","98.4022887641644",""
"539.610748852159","99.2008166002125",""
"540.644256742128","98.3971891644429",""
"541.659155842432","98.4003468289099",""
"542.687879325445","98.9999124528009",""
"543.764454141518","98.6003555282763",""
"545.047759980668","98.2014741667531",""
"546.081133775382","99.1991791377452",""
"547.104277498956","98.1968026008049",""
"548.129992778412","96.5942303590254",""
"549.146300716991","96.7977434319718",""
"550.447702152089","96.5992853636986",""
"551.468700072216","96.4051522711337",""
"552.491501852889","96.8039673437855",""
"553.539814417754","98.199926301882",""
"554.561671664974","98.4022403173626",""
"555.806358908744","98.3995255475745",""
"556.823519190288","98.1998992954283",""
"557.848653390305","98.5991209328871",""
"558.872556148896","97.9976366089547",""
"559.898069168009","97.5999988688376",""
"561.19604726299","98.2012766825283",""
"562.215384078144","98.0001000887381",""
"563.266752897365","98.0020311727051",""
"564.307904216877","98.1989180370923",""
"565.323107266426","97.9978029585148",""
"566.656832642137","97.8008615819909",""
"567.74340425948","98.4017190200891",""
