"Vertical Axis: Avg. User Bandwidth [kbit/s]","Horizontal Axis: Time Since Start of Test [s] (time values are fractions of a day)"
"0","0",""
"5.4850002983585","67.9964000109333",""
"10.5780003592372","84.8267062152046",""
"15.6719999620691","85.1890177911294",""
"20.7810002379119","86.2977830088319",""
"25.9220003150404","86.3771064476638",""
"31.0470001772046","84.8457186333533",""
"36.1720000393689","86.0349558354388",""
"41.3130001164973","85.0181290212878",""
"46.4530000230297","84.3716309974586",""
"51.5940001001582","83.6451203163462",""
"56.7500002216548","81.4170301669579",""
"61.8910002987832","82.1782805152134",""
"67.0310002053156","77.875305888405",""
"72.1720002824441","76.7030587860524",""
"77.3130003595725","67.9466432415224",""
"82.4530002661049","68.2908244991097",""
"87.5940003432333","63.6899832710121",""
"92.7810000954196","63.6788063908489",""
"97.9380003875121","59.6524650859527",""
"103.188000200316","71.6364499832017",""
"108.391000167467","66.4808178644124",""
"113.531000073999","65.8382048256756",""
"118.702999781817","54.2611208135897",""
"123.90600037761","50.0023177553788",""
"129.06300004106","59.508194280541",""
"134.235000377521","48.7665003195861",""
"139.405999914743","44.3076184494053",""
"144.563000206836","33.1062026522511",""
"149.828000064008","33.9099727221653",""
"155.094000091776","32.917559525837",""
"160.297000058927","30.6924947418848",""
"165.453000180423","34.2257012675951",""
"170.734999794513","33.5537558377631",""
"175.905999960378","28.4865101336455",""
"181.203000247478","39.7334371994338",""
"186.438000015914","29.4980620354745",""
"191.577999922447","35.4227720370729",""
"196.860000165179","30.1473452153521",""
"202.06300013233","37.1982489846099",""
"207.39100005012","30.4268840142388",""
"212.655999907292","26.4510512494987",""
"217.906000348739","30.3272183316077",""
"223.219000222161","26.8589840290947",""
"228.452999820001","25.9131484188009",""
"233.84399979841","23.7033908938434",""
"239.172000344843","24.4532692494269",""
"244.438000372611","19.9652469671196",""
"249.796999921091","20.8698356306616",""
"255.141000053845","19.079082730513",""
"260.500000230968","18.3947302838778",""
"265.921999840066","17.7120552595245",""
"271.250000386499","17.229155098313",""
"276.530999829993","16.8860395205034",""
"281.796999857761","15.9582636086647",""
"287.187999836169","16.2462638009618",""
"292.468999908306","15.6072151334756",""
"297.766000195406","14.5613234269984",""
"303.110000328161","15.1306895411804",""
"308.516000350937","14.5143278473248",""
"313.859999855049","14.7253942928832",""
"319.250000291504","13.8886012816893",""
"324.468999844976","13.9993052544061",""
"329.874999867752","14.3139530805232",""
"335.26599984616","14.0367341739569",""
"340.609999978915","13.2605473535657",""
"345.952999941073","13.4649748912246",""
"351.280999858864","12.8888172050067",""
"356.531000300311","12.1766944175096",""
"361.797000328079","12.2293149897635",""
"367.093999986537","11.4619913812604",""
"372.453000163659","11.1432491708133",""
"377.78100008145","10.501438281571",""
"383.063000324182","10.7576361916187",""
"388.453000131994","9.05637224907437",""
"393.766000005417","8.86058172651306",""
"399.063000292517","9.47930508478538",""
"404.406000254676","9.37723853881684",""
"409.672000282444","8.72449910223549",""
"415.015999786556","8.60150079560001",""
"420.421999809332","8.82026299871258",""
"425.780999986455","8.30111942507727",""
"431.093999859877","7.8103019446588",""
"436.374999932013","7.80845386069501",""
"441.62500037346","7.68784820515966",""
"446.953000291251","7.7897841267216",""
"452.328000054695","7.28540288007968",""
"457.687999773771","7.54248758328579",""
"462.985000060871","7.47385763295388",""
"468.344000237994","7.18597801933519",""
"473.688000370748","6.76656824343632",""
"479.000000073574","6.95183794241313",""
"484.312999946997","6.69784296687935",""
"489.672000124119","6.77267935535047",""
"495.00000004191","6.50425899724492",""
"500.360000389628","6.73508352260584",""
"505.735000153072","6.89000176139385",""
"511.094000330195","6.70752282628949",""
"516.437999834307","6.7387086014254",""
"521.780999796465","6.76210859508123",""
"527.109999884851","6.78319408091263",""
"532.500000321306","6.9240549570259",""
"537.813000194728","6.88620291246498",""
"543.031000206247","6.49105098335628",""
"548.405999969691","6.77666694058712",""
"553.781000361778","6.85169815287409",""
"559.202999970876","7.09197158906056",""
"564.54700010363","6.63357608102773",""
"569.87500002142","6.9154441568056",""
"575.202999939211","6.8671760501648",""
"580.547000071965","6.91626387969522",""
"585.89100020472","6.77726532305296",""
"591.297000227496","6.50638711412564",""
"596.625000145286","6.80907242312414",""
