"Vertical Axis: Local CPU Load [%]","Horizontal Axis: Time since start of test [s] (time values are fractions of a day)"
"4.46752813555913","17.8797076066218",""
"5.47753611143316","13.380356201318",""
"6.53088339439789","11.5817902530878",""
"7.78993140189605","18.3170686776711",""
"8.79973907298274","28.3598918849757",""
"9.81051558228769","37.5098238116049",""
"10.8623369729952","43.5589556190981",""
"11.873210421995","41.3600741636076",""
"12.8868157824528","35.9495969197576",""
"14.1526604638299","35.253834177073",""
"15.4142780716544","25.279029300092",""
"16.4885341572742","18.2308307874954",""
"17.4987731680982","16.9220637157047",""
"18.5069705786629","13.2103629188077",""
"19.5225991012824","7.22482555599713",""
"20.5344866456491","8.43296927831027",""
"21.6219991646983","8.41021617867319",""
"22.6394701002502","7.21864894716527",""
"23.6497892888621","6.62724868981845",""
"24.6619782681877","6.03550443692649",""
"25.6732377997762","16.0214850936123",""
"26.7497553460007","24.7944476297487",""
"27.762396058717","24.653446055267",""
"28.7744559713595","24.6460106204545",""
"29.7863376490587","24.5644645509189",""
"30.7972178028213","16.0512348302749",""
"31.8671769736098","8.23386338930904",""
"32.8842855726077","8.22609084677462",""
"33.8997987174348","9.21889831359875",""
"34.9139396208177","9.6057133431732",""
"35.9269826192994","9.01200699553277",""
"37.0094204710375","9.19413279183232",""
"38.0235217045742","8.52547258093796",""
"39.0380713191202","9.22758523732706",""
"40.051683943071","10.3021826226809",""
"41.0607325791406","10.0312602266492",""
"42.1516301652864","11.0568663087657",""
"43.1636939890405","11.7456497041663",""
"44.1749239079268","11.1713715638153",""
"45.1901481892252","11.472025495089",""
"46.2011414858592","11.9954526042802",""
"47.2965829455978","12.2503337224648",""
"48.3080553534039","12.5959448530776",""
"49.3185295896546","13.187303838032",""
"50.3306585054804","13.0387379783881",""
"51.3435587483884","14.4328259668055",""
"52.4415821005184","16.1109334015333",""
"53.4570410485131","17.4651367925484",""
"54.4721661551957","19.8914678512275",""
"55.4869333951661","18.9664367843987",""
"56.50082091439","18.5143008968114",""
"57.5936176245864","17.9749687668118",""
"58.8535981528379","19.0156037863239",""
"59.8634061032897","18.1079938368898",""
"60.8832044296133","18.8065975002601",""
"61.8967173202181","20.6004704980458",""
"62.992429484753","22.244855103296",""
"64.0022491685396","22.2574116288443",""
"65.0150047003181","23.2695077665609",""
"66.2817863722903","26.8562376518594",""
"67.3562296325371","28.0493789328617",""
"68.6197173104403","26.8057107138018",""
"69.6362870141317","25.9153021941102",""
"70.651951574851","23.8541421261889",""
"71.6656929861198","24.4076209808604",""
"72.7565089976519","26.5522595917712",""
"73.768292897561","28.3389122539176",""
"74.7849519980891","31.908627327571",""
"75.7947557580642","37.4417159325151",""
"76.8094129281794","35.5593462832844",""
"77.8866322395724","33.9755937782842",""
"79.1523453399804","36.6105721813842",""
"80.1670441354977","36.4102923794261",""
"81.191045509974","33.2268919801741",""
"82.2027645971765","33.129594959989",""
"83.2840190582881","38.4480738446381",""
"84.3015112255887","37.6974451932414",""
"85.3161348718901","35.4220954976613",""
"86.3335532868004","37.3800759888814",""
"87.3490354220997","38.0618432740228",""
"88.4727321489184","30.9248402228962",""
"89.4866230205236","30.8277350151365",""
"90.5137608271442","34.6487217195058",""
"91.7778320987723","34.2793955869109",""
"92.7915531163877","39.5532709704188",""
"93.8814944357453","41.8035351649615",""
"94.8971967107551","41.1570919793079",""
"95.9137295382514","42.4161631079645",""
"96.9284124099571","42.3465043799511",""
"97.942149351384","38.2042716264729",""
"99.1130814111849","40.8166669079925",""
"100.128742898888","42.8085787316562",""
"101.154169873545","39.6168015261917",""
"102.171923526593","43.4574871277452",""
"103.190406043226","48.0624380819785",""
"104.310677753737","50.0931115949762",""
"105.326222746187","51.0721950394693",""
"106.3448407549","54.9818600447732",""
"107.356605937347","54.5742485693332",""
"108.400566831818","49.5113024805343",""
"109.478735146506","49.1755730873404",""
"110.4924899673","49.6006271952867",""
"111.508111505792","45.5668190715257",""
"112.521832244042","46.0437142533097",""
"113.538499446159","51.2182039348633",""
"114.652786038449","53.4942242415013",""
"115.665535982925","52.6750137629881",""
"116.687070004707","52.7098613344499",""
"117.700770349304","55.7835983855486",""
"119.093447910279","53.3662373512981",""
"120.109364178967","52.667898747993",""
"121.12322655533","55.0782350674685",""
"122.144359688173","55.7097294034745",""
"123.1562964008","55.8384571233723",""
"124.2578595883","57.1877884696921",""
"125.271761075779","53.9740627246328",""
"126.284892074272","56.2689661862254",""
"127.302514425716","57.9561634375323",""
"128.314295811339","54.3967340254412",""
"129.41982598347","55.6133208810133",""
"130.43653760464","54.9262079481255",""
"131.458656337607","54.6563471538689",""
"132.473080237851","58.0570788437143",""
"133.487163592021","60.6496009614099",""
"134.575709203265","62.269779015884",""
"135.617991672126","62.52650051607",""
"136.63236528665","55.6791038907719",""
"137.646679396404","56.1562942595444",""
"138.659986394919","52.9756343995061",""
"139.740218938441","49.8399978025733",""
"140.755647435638","56.5025844992426",""
"141.769772135844","56.1488632185004",""
"142.782738029554","58.662866212189",""
"143.802519035241","53.1153531267206",""
"145.01089859186","59.4020406363118",""
"146.024819634898","50.2009967301539",""
"147.044999015238","60.8447919609725",""
"148.073204834693","50.2252126351711",""
"149.084456823423","62.5941976702824",""
"150.297510437779","52.5918371042938",""
"151.560569010866","62.3932865558982",""
"152.572319666326","52.6346068609605",""
"153.583400404241","61.9750826407343",""
