"Vertical Axis: Request Hierarchy","Horizontal Axis: Time Since Start of Test [ms] (time values are fractions of a day)"
"52271.4615963761","0","CLICK User:10 Request:8"
"52493.0855737252","0","CLICK User:9 Request:12"
"52712.6640397034","0","CLICK User:8 Request:16"
"52721.7037360894","0","CLICK User:3 Request:35"
"52820.3970057647","0","CLICK User:2 Request:39"
"52866.097506806","0","CLICK User:1 Request:42"
"52949.2826602264","0","CLICK User:7 Request:20"
"53049.4129840524","0","CLICK User:6 Request:24"
"53151.7016827558","0","CLICK User:12 Request:1"
"53164.9251511016","0","CLICK User:11 Request:5"
"53192.4124434809","0","CLICK User:5 Request:28"
"53376.9392478653","0","CLICK User:4 Request:32"
"53521.5308090833","0","CLICK User:10 Request:9"
"53741.1928052308","0","CLICK User:9 Request:13"
"53974.6026380448","0","CLICK User:8 Request:17"
"53981.4708293931","0","CLICK User:3 Request:36"
"54080.1029181083","0","CLICK User:2 Request:40"
"54126.0598763251","0","CLICK User:1 Request:43"
"54201.542374799","0","CLICK User:7 Request:21"
"54307.7826930518","0","CLICK User:6 Request:25"
"54409.5545662926","0","CLICK User:12 Request:2"
"54420.2754819397","0","CLICK User:11 Request:6"
"54448.7872061952","0","CLICK User:5 Request:29"
"54631.8353310267","0","CLICK User:4 Request:33"
"54771.8310567405","0","CLICK User:10 Request:10"
"54990.3317321056","0","CLICK User:9 Request:14"
"55244.6509263049","0","CLICK User:3 Request:37"
"55245.5792565815","0","CLICK User:8 Request:18"
"55341.6263798891","0","CLICK User:2 Request:41"
"55379.1607592585","0","CLICK User:1 Request:44"
"55457.0424453387","0","CLICK User:7 Request:22"
"55579.5798069308","0","CLICK User:6 Request:26"
"55666.1684655452","0","CLICK User:12 Request:3"
"55676.7681367325","0","CLICK User:11 Request:7"
"55703.3377147096","0","CLICK User:5 Request:30"
"55882.2587786995","0","CLICK User:4 Request:34"
"56024.6933618658","0","CLICK User:10 Request:11"
"56239.2999668952","0","CLICK User:9 Request:15"
"56509.8187060087","0","CLICK User:8 Request:19"
"56519.6897929765","0","CLICK User:3 Request:38"
"56602.8713146503","0","CLICK User:2 Request:42"
"56640.9314591659","0","CLICK User:1 Request:45"
"56717.3450815676","0","CLICK User:7 Request:23"
"56848.7285395211","0","CLICK User:6 Request:27"
"56925.8905810655","0","CLICK User:12 Request:4"
"56941.2363861887","0","CLICK User:11 Request:8"
"56954.2349656171","0","CLICK User:5 Request:31"
"57137.9678143451","0","CLICK User:4 Request:35"
"57275.7171651704","0","CLICK User:10 Request:12"
"57489.2702843518","0","CLICK User:9 Request:16"
"57767.6883514525","0","CLICK User:8 Request:20"
"57776.6157430623","0","CLICK User:3 Request:39"
"57873.390612494","0","CLICK User:2 Request:43"
"57905.1890673256","0","CLICK User:1 Request:46"
"57977.7264987589","0","CLICK User:7 Request:24"
"58046.3980757331","0","CLICK User:13 Request:1"
"58111.4817665374","0","CLICK User:6 Request:28"
"58185.4635156144","0","CLICK User:12 Request:5"
"58203.0392130843","0","CLICK User:11 Request:9"
"58210.9846363155","0","CLICK User:5 Request:32"
"58389.4207224661","0","CLICK User:4 Request:36"
"58524.833742836","0","CLICK User:10 Request:13"
"58736.5081316201","0","CLICK User:9 Request:17"
"59028.3589115376","0","CLICK User:8 Request:21"
"59043.3043864514","0","CLICK User:3 Request:40"
"59142.4099990362","0","CLICK User:2 Request:44"
"59167.169011704","0","CLICK User:1 Request:47"
"59245.1537835116","0","CLICK User:7 Request:25"
"59320.9444217072","0","CLICK User:13 Request:2"
"59374.4774824733","0","CLICK User:6 Request:29"
"59444.2346722838","0","CLICK User:12 Request:6"
"59467.2510053652","0","CLICK User:11 Request:10"
"59474.0784094068","0","CLICK User:5 Request:33"
"59641.2842973059","0","CLICK User:4 Request:37"
"59771.6980789458","0","CLICK User:10 Request:14"
"59987.6489889078","0","CLICK User:9 Request:18"
"60282.4928866658","0","CLICK User:8 Request:22"
"60298.1661077036","0","CLICK User:3 Request:41"
"60408.5346042584","0","CLICK User:2 Request:45"
"60423.4476728188","0","CLICK User:1 Request:48"
"60505.2628197159","0","CLICK User:7 Request:26"
"60580.0178514308","0","CLICK User:13 Request:3"
"60642.4419863418","0","CLICK User:6 Request:30"
"60717.0447640692","0","CLICK User:12 Request:7"
"60728.0321940358","0","CLICK User:11 Request:11"
"60742.521465717","0","CLICK User:5 Request:34"
"60899.5472888314","0","CLICK User:4 Request:38"
"61025.693488977","0","CLICK User:10 Request:15"
"61233.7028868194","0","CLICK User:9 Request:19"
"61548.2383934271","0","CLICK User:8 Request:23"
"61560.968223615","0","CLICK User:3 Request:42"
"61673.9454316121","0","CLICK User:2 Request:46"
"61693.6610658617","0","CLICK User:1 Request:49"
"61760.2714870186","0","CLICK User:7 Request:27"
"61851.2028763432","0","CLICK User:13 Request:4"
"61982.7846835282","0","CLICK User:6 Request:31"
"61985.7157823131","0","CLICK User:12 Request:8"
"61998.1592632583","0","CLICK User:11 Request:12"
"62010.5870997571","0","CLICK User:5 Request:35"
"62156.0667626751","0","CLICK User:4 Request:39"
"62274.7324031406","0","CLICK User:10 Request:16"
"62487.5904619162","0","CLICK User:9 Request:20"
"62689.9354526902","0","CLICK User:14 Request:1"
"62809.0246106698","0","CLICK User:8 Request:24"
"62814.9155828464","0","CLICK User:3 Request:43"
"62948.8834474773","0","CLICK User:2 Request:47"
"62969.4301929435","0","CLICK User:1 Request:50"
"63023.9899205067","0","CLICK User:7 Request:28"
"63133.8374011222","0","CLICK User:13 Request:5"
"63252.4577844391","0","CLICK User:12 Request:9"
"63258.3266867716","0","CLICK User:6 Request:32"
