"Vertical Axis: Time [ms]","Horizontal Axis: Time Since Start of Test [s] (time values are fractions of a day)"
"0","0",""
"5.4850002983585","1.0758350572489",""
"10.5780003592372","0.664764811045972",""
"15.6719999620691","0.696865534156307",""
"20.7810002379119","0.659331077876628",""
"25.9220003150404","0.880317572103818",""
"31.0470001772046","0.689011076504459",""
"36.1720000393689","0.85981372925438",""
"41.3130001164973","0.820262538022756",""
"46.4530000230297","0.891153763956033",""
"51.5940001001582","0.871936618658618",""
"56.7500002216548","1.09043188449929",""
"61.8910002987832","1.04937443693763",""
"67.0310002053156","0.916627417984435",""
"72.1720002824441","1.07994638052229",""
"77.3130003595725","0.973707767113075",""
"82.4530002661049","1.39043661548678",""
"87.5940003432333","1.27301567696689",""
"92.7810000954196","1.41710442000195",""
"97.9380003875121","1.51746020043629",""
"103.188000200316","1.7564103817664",""
"108.391000167467","1.18386865121436",""
"113.531000073999","1.38130218598546",""
"118.702999781817","1.61370506500329",""
"123.90600037761","2.01323255378522",""
"129.06300004106","2.87987234496597",""
"134.235000377521","2.0947078497689",""
"139.405999914743","1.95387673313833",""
"144.563000206836","2.15886870447716",""
"149.828000064008","2.01014540691458",""
"155.094000091776","1.96587916653554",""
"160.297000058927","3.42741777344499",""
"165.453000180423","1.63231274839035",""
"170.734999794513","1.77267864455494",""
"175.905999960378","1.78564450839279",""
"181.203000247478","2.40746894112316",""
"186.438000015914","1.55556521465005",""
"191.577999922447","1.67818116548332",""
"196.860000165179","2.1342588724756",""
"202.06300013233","1.82600023187305",""
"207.39100005012","1.82727920028942",""
"212.655999907292","1.81474215843416",""
"217.906000348739","2.15636152177114",""
"223.219000222161","2.52929502272291",""
"228.452999820001","2.31342858914483",""
"233.84399979841","1.92133155292731",""
"239.172000344843","2.17120010971563",""
"244.438000372611","2.49082539337648",""
"249.796999921091","1.99307944656865",""
"255.141000053845","2.3078333387597",""
"260.500000230968","2.07649955821511",""
"265.921999840066","2.06277201010166",""
"271.250000386499","1.73112928386535",""
"276.530999829993","2.03553539361582",""
"281.796999857761","2.01541785661715",""
"287.187999836169","2.27293179547557",""
"292.468999908306","1.87442019267014",""
"297.766000195406","2.03327009946287",""
"303.110000328161","1.89363545739286",""
"308.516000350937","1.85198070588918",""
"313.859999855049","1.73246989418164",""
"319.250000291504","2.26954497182306",""
"324.468999844976","1.82093502976464",""
"329.874999867752","2.02270888714731",""
"335.26599984616","1.77597432075864",""
"340.609999978915","1.99246366041867",""
"345.952999941073","2.13180687731224",""
"351.280999858864","2.01963445460055",""
"356.531000300311","2.1545227864451",""
"361.797000328079","1.9018202916263",""
"367.093999986537","2.09811156675274",""
"372.453000163659","1.90994106792902",""
"377.78100008145","1.96134408827391",""
"383.063000324182","1.94598289261158",""
"388.453000131994","2.35336761910177",""
"393.766000005417","2.07954834467303",""
"399.063000292517","2.14572605539893",""
"404.406000254676","1.78359713768544",""
"409.672000282444","1.72293299189438",""
"415.015999786556","1.98178214783677",""
"420.421999809332","1.83496319597416",""
"425.780999986455","2.23954825498471",""
"431.093999859877","1.90600640983301",""
"436.374999932013","2.12806575775892",""
"441.62500037346","2.40113734194336",""
"446.953000291251","2.21475911937768",""
"452.328000054695","2.13071191077823",""
"457.687999773771","1.94434844613511",""
"462.985000060871","2.16629084715231",""
"468.344000237994","1.97059244242615",""
"473.688000370748","1.83937954236408",""
"479.000000073574","1.94221178467057",""
"484.312999946997","1.79582737413811",""
"489.672000124119","2.22509689995757",""
"495.00000004191","2.18789578803212",""
"500.360000389628","2.13249773969083",""
"505.735000153072","2.00495128105201",""
"511.094000330195","2.02727171884348",""
"516.437999834307","2.09995388593358",""
"521.780999796465","2.05503112515386",""
"527.109999884851","2.02483462749223",""
"532.500000321306","1.79988101896772",""
"537.813000194728","2.05582052967684",""
"543.031000206247","2.23740569435422",""
"548.405999969691","1.70611696430122",""
"553.781000361778","1.95440625418458",""
"559.202999970876","2.22380777445178",""
"564.54700010363","1.81343425031564",""
"569.87500002142","1.63727357651446",""
"575.202999939211","1.84852069570256",""
"580.547000071965","2.03903086037149",""
"585.89100020472","1.90164771138426",""
"591.297000227496","1.89706942923498",""
"596.625000145286","2.09329770496902",""
